# a0	a1	a2	a3
      6.6318	      0.0000	      0.0000	      0.0000
     13.8039	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
     18.5184	     -0.8431	      0.0000	      2.9588
      0.0000	      0.0000	      0.0000	      0.0000
     -1.4718	      1.3673	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
    -42.7439	    -11.4774	    -28.7249	    -28.0254
     -0.2706	      1.4865	      0.0000	      0.0000
      0.0000	      0.0000	    -15.3008	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
    -29.6589	    -21.7110	    -31.0409	    -29.3235
      0.0000	      0.0000	      0.0000	      0.0000
     -4.7104	     -0.9025	      0.0000	      0.0000
     -0.7308	      0.0000	      0.0000	      0.0000
